89,mantasha,DutyOff,2025-10-12 21:39:12
28,saima,DutyOff,2025-10-12 22:43:56
41,naveed,DutyOn,2025-10-13 03:35:32
741,falak741,DutyOn,2025-10-13 03:37:08
28,saima,DutyOn,2025-10-13 05:34:06
41,naveed,DutyOn,2025-10-13 05:38:40
741,falak741,DutyOn,2025-10-13 05:44:06
712,zarka712,DutyOn,2025-10-13 05:44:22
72,qurat72,DutyOn,2025-10-13 05:45:39
93,furqan93,DutyOn,2025-10-13 05:45:55
45,shakir45,DutyOn,2025-10-13 06:01:04
89,mantasha,DutyOn,2025-10-13 06:04:25
97,aasif97,DutyOn,2025-10-13 06:05:49
712,zarka712,DutyOff,2025-10-13 20:40:19
72,qurat72,DutyOff,2025-10-13 20:47:25
93,furqan93,DutyOff,2025-10-13 20:57:34
28,saima,DutyOff,2025-10-13 21:01:39
45,shakir45,DutyOff,2025-10-13 21:08:25
69,irfana,DutyOff,2025-10-13 21:09:59
97,aasif97,DutyOff,2025-10-13 21:10:06
41,naveed,DutyOff,2025-10-13 21:18:32
28,saima,DutyOn,2025-10-14 05:30:55
712,zarka712,DutyOn,2025-10-14 05:34:02
69,irfana,DutyOn,2025-10-14 05:34:43
93,furqan93,DutyOn,2025-10-14 05:39:34
72,qurat72,DutyOn,2025-10-14 05:39:45
45,shakir45,DutyOn,2025-10-14 06:02:41
97,aasif97,DutyOn,2025-10-14 06:06:12
41,naveed,DutyOn,2025-10-14 06:35:56
712,zarka712,DutyOff,2025-10-14 20:42:33
28,saima,DutyOff,2025-10-14 20:42:50
45,shakir45,DutyOff,2025-10-14 20:51:04
72,qurat72,DutyOff,2025-10-14 20:54:55
41,naveed,DutyOff,2025-10-14 21:04:03
97,aasif97,DutyOff,2025-10-14 21:16:50
69,irfana,DutyOff,2025-10-14 21:17:02
89,mantasha,DutyOff,2025-10-14 21:31:27
93,furqan93,DutyOn,2025-10-15 02:41:56
97,aasif97,DutyOn,2025-10-15 05:29:58
28,saima,DutyOn,2025-10-15 05:33:25
69,irfana,DutyOn,2025-10-15 05:33:48
712,zarka712,DutyOn,2025-10-15 05:42:50
72,qurat72,DutyOn,2025-10-15 05:43:02
93,furqan93,DutyOn,2025-10-15 05:43:14
45,shakir45,DutyOn,2025-10-15 06:03:17
41,naveed,DutyOn,2025-10-15 06:03:41
89,mantasha,DutyOn,2025-10-15 06:04:43
28,saima,DutyOff,2025-10-15 20:57:50
93,furqan93,DutyOff,2025-10-15 20:58:12
72,qurat72,DutyOff,2025-10-15 21:02:39
712,zarka712,DutyOff,2025-10-15 21:04:25
41,naveed,DutyOff,2025-10-15 21:04:40
69,irfana,DutyOff,2025-10-15 21:29:38
41,naveed,DutyOn,2025-10-16 05:24:25
72,qurat72,DutyOn,2025-10-16 05:25:24
69,irfana,DutyOn,2025-10-16 05:25:27
93,furqan93,DutyOn,2025-10-16 05:27:24
28,saima,DutyOn,2025-10-16 05:27:35
712,zarka712,DutyOn,2025-10-16 05:28:19
28,saima,DutyOff,2025-10-16 20:53:08
45,shakir45,DutyOff,2025-10-16 20:54:46
72,qurat72,DutyOff,2025-10-16 20:57:11
93,furqan93,DutyOff,2025-10-16 20:57:45
69,irfana,DutyOff,2025-10-16 21:15:39
41,naveed,DutyOff,2025-10-16 21:17:40
712,zarka712,DutyOn,2025-10-17 01:23:46
69,irfana,DutyOn,2025-10-17 05:30:09
712,zarka712,DutyOn,2025-10-17 05:30:16
28,saima,DutyOn,2025-10-17 05:30:29
72,qurat72,DutyOn,2025-10-17 05:30:34
93,furqan93,DutyOn,2025-10-17 05:31:29
45,shakir45,DutyOn,2025-10-17 05:31:57
41,naveed,DutyOn,2025-10-17 05:32:10
28,saima,DutyOff,2025-10-17 20:42:31
72,qurat72,DutyOff,2025-10-17 20:51:18
93,furqan93,DutyOff,2025-10-17 20:58:22
712,zarka712,DutyOff,2025-10-17 21:01:07
69,irfana,DutyOff,2025-10-17 21:02:12
45,shakir45,DutyOff,2025-10-17 21:08:39
41,naveed,DutyOff,2025-10-17 21:13:40
69,irfana,DutyOn,2025-10-18 05:30:07
93,furqan93,DutyOn,2025-10-18 05:30:15
712,zarka712,DutyOn,2025-10-18 05:30:27
72,qurat72,DutyOn,2025-10-18 05:30:34
45,shakir45,DutyOn,2025-10-18 06:01:11
72,qurat72,DutyOff,2025-10-19 21:01:36
28,saima,DutyOff,2025-10-20 20:25:22
93,furqan93,DutyOff,2025-10-20 20:56:34
72,qurat72,DutyOff,2025-10-20 21:03:41
69,irfana,DutyOff,2025-10-20 21:23:20
45,shakir45,DutyOff,2025-10-20 21:26:38
72,qurat72,DutyOn,2025-10-21 05:30:02
69,irfana,DutyOn,2025-10-21 05:30:03
93,furqan93,DutyOn,2025-10-21 05:30:07
45,shakir45,DutyOn,2025-10-21 05:30:10
28,saima,DutyOn,2025-10-21 05:30:21
28,saima,DutyOff,2025-10-21 20:49:04
72,qurat72,DutyOff,2025-10-21 20:53:58
93,furqan93,DutyOff,2025-10-21 20:57:09
69,irfana,DutyOff,2025-10-21 21:09:40
45,shakir45,DutyOff,2025-10-21 21:38:54
97,aasif97,DutyOn,2025-10-22 00:52:57
89,mantasha,DutyOn,2025-10-22 01:11:01
69,irfana,DutyOn,2025-10-22 05:30:01
93,furqan93,DutyOn,2025-10-22 05:30:24
72,qurat72,DutyOn,2025-10-22 05:30:35
69,irfana,DutyOn,2025-10-22 05:33:29
45,shakir45,DutyOn,2025-10-22 05:34:10
97,aasif97,DutyOn,2025-10-22 05:34:25
28,saima,DutyOn,2025-10-22 05:37:18
28,saima,DutyOff,2025-10-22 20:50:03
93,furqan93,DutyOff,2025-10-22 20:55:43
69,irfana,DutyOff,2025-10-22 21:01:06
72,qurat72,DutyOff,2025-10-22 21:04:11
45,shakir45,DutyOff,2025-10-22 21:09:47
89,mantasha,DutyOff,2025-10-22 21:31:12
97,aasif97,DutyOff,2025-10-22 22:03:38
28,saima,DutyOn,2025-10-23 05:31:06
93,furqan93,DutyOn,2025-10-23 05:32:44
72,qurat72,DutyOn,2025-10-23 05:35:07
97,aasif97,DutyOn,2025-10-23 06:02:21
45,shakir45,DutyOn,2025-10-23 06:02:58
89,mantasha,DutyOn,2025-10-23 06:03:10
712,zarka712,DutyOff,2025-10-23 20:43:41
45,shakir45,DutyOff,2025-10-23 20:43:49
93,furqan93,DutyOff,2025-10-23 20:49:22
72,qurat72,DutyOff,2025-10-23 20:50:57
28,saima,DutyOff,2025-10-23 20:51:27
69,irfana,DutyOff,2025-10-23 21:15:36
97,aasif97,DutyOff,2025-10-23 21:28:04
89,mantasha,DutyOff,2025-10-23 21:32:48
93,furqan93,DutyOn,2025-10-24 05:30:14
69,irfana,DutyOn,2025-10-24 05:30:22
28,saima,DutyOn,2025-10-24 05:30:43
712,zarka712,DutyOn,2025-10-24 05:30:59
72,qurat72,DutyOn,2025-10-24 05:32:59
45,shakir45,DutyOn,2025-10-24 06:00:45
97,aasif97,DutyOn,2025-10-24 06:01:27
89,mantasha,DutyOn,2025-10-24 06:01:36
712,zarka712,DutyOff,2025-10-24 20:58:14
72,qurat72,DutyOff,2025-10-24 21:08:14
28,saima,DutyOff,2025-10-24 21:09:44
69,irfana,DutyOff,2025-10-24 21:09:48
45,shakir45,DutyOff,2025-10-24 21:27:12
97,aasif97,DutyOff,2025-10-24 21:39:50
89,mantasha,DutyOff,2025-10-24 21:39:55
712,zarka712,DutyOn,2025-10-25 05:30:14
28,saima,DutyOn,2025-10-25 05:30:51
72,qurat72,DutyOn,2025-10-25 05:33:35
69,irfana,DutyOn,2025-10-25 05:34:10
45,shakir45,DutyOn,2025-10-25 06:02:57
89,mantasha,DutyOn,2025-10-25 06:03:13
97,aasif97,DutyOn,2025-10-25 06:03:19
69,irfana,DutyOff,2025-10-26 20:58:33
72,qurat72,DutyOff,2025-10-26 20:58:41
93,furqan93,DutyOff,2025-10-26 20:58:56
41,naveed,DutyOff,2025-10-26 21:03:18
97,aasif97,DutyOff,2025-10-26 21:21:04
45,shakir45,DutyOff,2025-10-26 21:37:45
89,mantasha,DutyOff,2025-10-26 21:40:04
712,zarka712,DutyOn,2025-10-27 00:52:48
69,irfana,DutyOn,2025-10-27 05:30:01
712,zarka712,DutyOn,2025-10-27 05:30:34
93,furqan93,DutyOn,2025-10-27 05:30:44
72,qurat72,DutyOn,2025-10-27 05:31:16
45,shakir45,DutyOn,2025-10-27 06:02:20
89,mantasha,DutyOn,2025-10-27 06:02:22
97,aasif97,DutyOn,2025-10-27 06:03:52
28,saima,DutyOff,2025-10-27 20:43:35
72,qurat72,DutyOff,2025-10-27 20:54:20
45,shakir45,Ot On,2025-10-27 20:55:55
93,furqan93,DutyOff,2025-10-27 20:57:45
712,zarka712,DutyOff,2025-10-27 20:59:27
41,naveed,DutyOff,2025-10-27 20:59:42
69,irfana,DutyOff,2025-10-27 21:06:38
89,mantasha,DutyOff,2025-10-27 21:22:31
97,aasif97,DutyOff,2025-10-27 21:35:30
69,irfana,DutyOn,2025-10-28 05:30:01
28,saima,DutyOn,2025-10-28 05:30:10
72,qurat72,DutyOn,2025-10-28 05:30:15
712,zarka712,DutyOn,2025-10-28 05:30:23
93,furqan93,DutyOn,2025-10-28 05:30:33
41,naveed,DutyOn,2025-10-28 05:33:22
45,shakir45,DutyOn,2025-10-28 06:00:04
97,aasif97,DutyOn,2025-10-28 06:00:18
89,mantasha,DutyOn,2025-10-28 06:00:22
72,qurat72,DutyOff,2025-10-28 20:48:39
28,saima,DutyOff,2025-10-28 20:53:44
93,furqan93,DutyOff,2025-10-28 20:55:42
712,zarka712,DutyOff,2025-10-28 20:58:06
41,naveed,DutyOff,2025-10-28 21:00:54
89,mantasha,DutyOff,2025-10-28 21:05:32
45,shakir45,DutyOff,2025-10-28 21:14:20
97,aasif97,DutyOff,2025-10-28 21:21:55
69,irfana,DutyOff,2025-10-28 21:23:24
72,qurat72,DutyOn,2025-10-29 01:12:21
69,irfana,DutyOn,2025-10-29 05:30:07
712,zarka712,DutyOn,2025-10-29 05:30:14
28,saima,DutyOn,2025-10-29 05:30:21
41,naveed,DutyOn,2025-10-29 05:33:59
93,furqan93,DutyOn,2025-10-29 05:47:04
45,shakir45,DutyOn,2025-10-29 06:02:50
89,mantasha,DutyOn,2025-10-29 06:02:56
97,aasif97,DutyOn,2025-10-29 06:03:10
28,saima,DutyOff,2025-10-29 20:47:32
712,zarka712,DutyOff,2025-10-29 20:58:11
93,furqan93,DutyOff,2025-10-29 21:05:42
41,naveed,DutyOff,2025-10-29 21:05:49
45,shakir45,DutyOff,2025-10-29 21:07:18
72,qurat72,DutyOff,2025-10-29 21:09:45
69,irfana,DutyOff,2025-10-29 21:22:01
89,mantasha,DutyOff,2025-10-29 21:30:00
97,aasif97,DutyOff,2025-10-29 21:30:07
28,saima,DutyOn,2025-10-30 05:12:01
69,irfana,DutyOn,2025-10-30 05:32:12
72,qurat72,DutyOn,2025-10-30 05:32:30
93,furqan93,DutyOn,2025-10-30 05:37:10
41,naveed,DutyOn,2025-10-30 05:37:19
712,zarka712,DutyOn,2025-10-30 05:54:56
45,shakir45,DutyOn,2025-10-30 06:00:08
89,mantasha,DutyOn,2025-10-30 06:00:40
712,zarka712,DutyOff,2025-10-30 20:58:18
72,qurat72,DutyOff,2025-10-30 20:58:58
93,furqan93,DutyOff,2025-10-30 21:01:27
41,naveed,DutyOff,2025-10-30 21:03:37
45,shakir45,DutyOff,2025-10-30 21:05:45
28,saima,DutyOff,2025-10-30 21:07:48
880,nihaya880,DutyOff,2025-10-30 21:09:44
709,nafiya709,DutyOff,2025-10-30 21:11:37
69,irfana,DutyOff,2025-10-30 21:20:32
97,aasif97,DutyOff,2025-10-30 21:26:59
89,mantasha,DutyOff,2025-10-30 21:31:39
41,naveed,DutyOff,2025-10-30 22:59:39
69,irfana,DutyOn,2025-10-31 02:42:08
28,saima,DutyOn,2025-10-31 05:30:31
712,zarka712,DutyOn,2025-10-31 05:30:38
93,furqan93,DutyOn,2025-10-31 05:30:48
880,nihaya880,DutyOn,2025-10-31 05:31:37
709,nafiya709,DutyOn,2025-10-31 05:32:30
41,naveed,DutyOff,2025-10-31 17:40:30
72,qurat72,DutyOff,2025-10-31 17:41:18
45,shakir45,DutyOff,2025-10-31 17:47:00
89,mantasha,DutyOff,2025-10-31 18:00:44
97,aasif97,DutyOff,2025-10-31 18:00:55
